caseId,original_order,text,author,note,appendix,n_sentence,llm_text
2022-001,246,"6 Section 404 authorizes the Corps to issue permits  for the discharge of dredged or fill material into the navigable waters at specified disposal sites. 33 U.S.C. §§ 1344(a), (d).",Kavanaugh,0,,1,Section 404 authorizes the Corps to issue permits for the discharge of dredged or fill material into the navigable waters at specified disposal sites. [statute].
2022-001,247,"7 To be sure, the CWA is more aggressive in regulating navigable waters than the River and Harbor Acts. But, the increased stringency is not accomplished by expanding jurisdiction. The Acts use the same jurisdictional terms. Instead, the difference between them lies in the expanded scope of activities that the CWA regulates and its shift from an enforcement and injunctive regime to a previolation licensing regime. See Albrecht & Nickelsburg 11046. I express no view on the constitutionality of this regime as applied to navigable waters or on the Court's holding in United States v. Appalachian Elec. Power Co., 311 U.S. 377, 61 S.Ct. 291, 85 L.Ed. 243 (1940), that Congress can regulate things in navigable waters for purposes other than removing obstructions to navigable capacity. I note, however, that before the New Deal era, courts consistently construed statutes to authorize only federal actions preserving navigable capacity in order to avoid exceeding Congress' navigation authority. See supra, at 1348-1351.",Kavanaugh,0,,5,"To be sure, the CWA is more aggressive in regulating navigable waters than the River and Harbor Acts. But, the increased stringency is not accomplished by expanding jurisdiction. The Acts use the same jurisdictional terms. Instead, the difference between them lies in the expanded scope of activities that the CWA regulates and its shift from an enforcement and injunctive regime to a previolation licensing regime. [citation]. I express no view on the constitutionality of this regime as applied to navigable waters or on the Court's holding in [citation], that Congress can regulate things in navigable waters for purposes other than removing obstructions to navigable capacity. I note, however, that before the New Deal era, courts consistently construed statutes to authorize only federal actions preserving navigable capacity in order to avoid exceeding Congress' navigation authority. [citation]."
2022-001,248,"8 The historical context demonstrates that it was the Corps' failure to regulate to the full extent of Congress' navigation power, not its commerce power generally, that led to the enactment of the CWA. See Albrecht & Nickelsburg, 11047 (explaining that the CWA's legislative history is better interpreted as the Supreme Court in SWANCC read it, to mean simply that Congress intended to override previous, unduly narrow agency interpretations to assert its broadest constitutional authority over the traditional navigable waters), see also S. Bodine, Examining the Term Waters of the United States in Its Historical Context, C. Boyden Gray Center for the Study of the Administrative State Policy Brief No. 4 (2022).",Kavanaugh,0,,1,"8 The historical context demonstrates that it was the Corps' failure to regulate to the full extent of Congress' navigation power, not its commerce power generally, that led to the enactment of the CWA. See [citation] (explaining that the CWA's legislative history is better interpreted as the Supreme Court in [citation] read it, to mean simply that Congress intended to override previous, unduly narrow agency interpretations to assert its broadest constitutional authority over the traditional navigable waters), see also [citation]."
2022-001,249,"9 Section 404(g), added by the 1977 CWA Amendments, does not demonstrate that the CWA departs from traditional conceptions of navigability. That provision states that States may administer permit programs for discharges into navigable waters (other than those waters which are presently used, or are susceptible to use in their natural condition or by reasonable improvement as a means to transport interstate or foreign commerce , including wetlands adjacent thereto). 91 Stat. 1601 (codified, as amended, at 33 U.S.C. § 1344(g)). This provision thus authorizes States to establish their own permit programs over a discrete class of traditionally navigable waters of the United States: those that once were navigable waters of the United States, but are no longer navigable in fact. See Economy Light & Power Co., 256 U.S., at 123-124, 41 S.Ct. 409. Some have asserted that this nonjurisdictional provision—the function of which in the statute is to expand state authority —signals that Congress actually intended an unprecedented expansion of federal authority over the States. Rapanos v. United States, 547 U.S. 715, 805-806, 126 S.Ct. 2208, 165 L.Ed.2d 159 (2006) (STEVENS, J., dissenting), see also post, at 1363-1364 (KAVANAUGH, J., concurring in judgment), post, at 1359-1360 (KAGAN, J., concurring in judgment). But, as the Court explains, not only is § 404(g) not the relevant definitional provision, its reference to wetlands is perfectly consistent with the commonsense recognition that some wetlands are indistinguishable from navigable waters with which they have continuous surface connections. Ante, at 1338-1341, 1343-1344. To infer Congress' intent to upend over a century of settled understanding and effect an unprecedented transfer of authority over land and water to the Federal Government, based on nothing more than a negative inference from a parenthetical in a subsection that preserves state authority, is counterintuitive to say the least.",Kavanaugh,0,,14,"Section 404(g), added by the 1977 CWA Amendments, does not demonstrate that the CWA departs from traditional conceptions of navigability. That provision states that States may administer permit programs for discharges into navigable waters (other than those waters which are presently used, or are susceptible to use in their natural condition or by reasonable improvement as a means to transport interstate or foreign commerce , including wetlands adjacent thereto). [statute]. This provision thus authorizes States to establish their own permit programs over a discrete class of traditionally navigable waters of the United States: those that once were navigable waters of the United States, but are no longer navigable in fact. [citation]. Some have asserted that this nonjurisdictional provision—the function of which in the statute is to expand state authority —signals that Congress actually intended an unprecedented expansion of federal authority over the States. [citation]. But, as the Court explains, not only is [statute] not the relevant definitional provision, its reference to wetlands is perfectly consistent with the commonsense recognition that some wetlands are indistinguishable from navigable waters with which they have continuous surface connections. [citation]. To infer Congress' intent to upend over a century of settled understanding and effect an unprecedented transfer of authority over land and water to the Federal Government, based on nothing more than a negative inference from a parenthetical in a subsection that preserves state authority, is counterintuitive to say the least."
2022-001,250,"10 Further scholarship notes that the term commerce as originally understood was bound tightly with the Lex Mercatoria and the sort of activities engaged in by merchants: buying and selling products made by others (and sometimes land), associated finance and financial instruments, navigation and other carriage, and intercourse across jurisdictional lines. R. Natelson, The Legal Meaning of Commerce in the Commerce Clause, 80 St. John's L. Rev. 789, 845 (2006). This did not include agriculture, manufacturing, mining, malum in se crime, or land use. Nor did it include activities that merely `substantially affected' commerce, on the contrary, the cases included wording explicitly distinguishing such activities from commerce. Ibid.",Kavanaugh,0,,4,"Further scholarship notes that the term commerce as originally understood was bound tightly with the Lex Mercatoria and the sort of activities engaged in by merchants: buying and selling products made by others and sometimes land, associated finance and financial instruments, navigation and other carriage, and intercourse across jurisdictional lines. [citation]. This did not include agriculture, manufacturing, mining, malum in se crime, or land use. Nor did it include activities that merely substantially affected commerce, on the contrary, the cases included wording explicitly distinguishing such activities from commerce. [citation]."
2022-001,251,"1 Perhaps recognizing the difficulty of reading the Act to mean adjoining when it actually says adjacent, the Court at one point suggests that adjoining is equivalent to adjacent. Ante, at 1339-1340. As a matter of ordinary meaning, as explained at length above, that is incorrect. Adjoining wetlands are a subset of adjacent wetlands, not the whole set of adjacent wetlands.",Kavanaugh,0,,3,"Perhaps recognizing the difficulty of reading the Act to mean adjoining when it actually says adjacent, the Court at one point suggests that adjoining is equivalent to adjacent [citation]. As a matter of ordinary meaning, as explained at length above, that is incorrect. Adjoining wetlands are a subset of adjacent wetlands, not the whole set of adjacent wetlands."
2022-002,30,"Escheatment is the power of a State, as a sovereign, to take custody of property deemed abandoned. Texas v. New Jersey, 379 U.S. 674, 675, 85 S.Ct. 626, 13 L.Ed.2d 596 (1965). In the context of tangible property, the escheatment rule is straightforward: The State in which the abandoned property is located has the power to take custody of it. Id., at 677, 85 S.Ct. 626. But determining which State has the power to escheat intangible property, which has no physical location, can be complicated, as multiple States may have arguable claims. See ibid.",Jackson,0,,5,"Escheatment is the power of a State, as a sovereign, to take custody of property deemed abandoned. [citation]. In the context of tangible property, the escheatment rule is straightforward: The State in which the abandoned property is located has the power to take custody of it. [citation]. But determining which State has the power to escheat intangible property, which has no physical location, can be complicated, as multiple States may have arguable claims. See [citation]."
2022-002,31,"These original jurisdiction cases require us to decide which States have the power to escheat the proceeds of certain abandoned financial products that MoneyGram Payment Systems, Inc. (MoneyGram) possesses. Delaware argues that this Court's common-law rules of escheatment apply,  which means that the abandoned proceeds should go to Delaware as MoneyGram's State of incorporation. A collective of other States (the Defendant States) argues that a federal statute—the Disposition of Abandoned Money Orders and Traveler's Checks Act (Federal Disposition Act or FDA), 88 Stat. 1525, 12 U.S.C. § 2501 et seq.—governs the products at issue, and therefore, as a general matter, the abandoned proceeds should escheat to the State where the products were purchased. We hold that the FDA covers the instruments in question and thus that they should generally escheat to the State of purchase, pursuant to § 2503.",Jackson,0,,5,"These original jurisdiction cases require us to decide which States have the power to escheat the proceeds of certain abandoned financial products that MoneyGram Payment Systems, Inc possesses. Delaware argues that this Court's common-law rules of escheatment apply, which means that the abandoned proceeds should go to Delaware as MoneyGram's State of incorporation. A collective of other States (the Defendant States) argues that a federal statute—[statute]—governs the products at issue, and therefore, as a general matter, the abandoned proceeds should escheat to the State where the products were purchased. We hold that [statute] covers the instruments in question and thus that they should generally escheat to the State of purchase, pursuant to [statute]."
2022-002,32,I,Jackson,0,,0,
2022-002,33,"To decide which escheatment rules apply, we must interpret a federal statute that abrogates our precedent. Thus, we begin with a discussion of this Court's common-law rules for escheatment, followed by a description of the statute that partially displaced those rules.",Jackson,0,,2,"To decide which escheatment rules apply, we must interpret a federal [statute] that abrogates our precedent. Thus, we begin with a discussion of this Court's common-law rules for escheatment, followed by a description of the [statute] that partially displaced those rules."
2022-002,34,A,Jackson,0,,0,
2022-002,35,"Our first case to address the escheatment of intangible property involved Western Union money orders. Western Union Telegraph Co. v. Pennsylvania, 368 U.S. 71, 72, 82 S.Ct. 199, 7 L.Ed.2d 139 (1961). At the time, if an individual wanted to safely send money to another person, she could go to a Western Union office and purchase a money order. Ibid. Such a purchaser would give Western Union the value of the money order plus a fee. Ibid. Then, Western Union would send a telegraph message to the company office closest to the intended recipient (or intended payee). Ibid. Upon notification, the intended payee could come to his local Western Union office to collect a negotiable draft, which he could cash immediately or keep to cash in the future. Ibid.",Jackson,0,,5,"Our first case to address the escheatment of intangible property involved Western Union money orders. In the earlier case of [citation], we held. At the time, if an individual wanted to safely send money to another person, she could go to a Western Union office and purchase a money order. [citation]. Such a purchaser would give Western Union the value of the money order plus a fee. [citation]. Then, Western Union would send a telegraph message to the company office closest to the intended recipient or intended payee. [citation]. Upon notification, the intended payee could come to his local Western Union office to collect a negotiable draft, which he could cash immediately or keep to cash in the future. [citation]."
2022-002,36,"Sometimes, however, the prepaid draft was never collected or cashed. Id., at 72-73, 82 S.Ct. 199. At that point, Western Union would endeavor to issue a refund to the purchaser. Ibid. But if neither the purchaser nor the payee ever collected the prepayment, Western Union would hold on to the funds until they were deemed abandoned under state law, at which point the property could become eligible for escheatment. Ibid., see also Pennsylvania v. New York, 407 U.S. 206, 209, 92 S.Ct. 2075, 32 L.Ed.2d 693 (1972).",Jackson,0,,3,"Sometimes, however, the prepaid draft was never collected or cashed. [citation]. At that point, Western Union would endeavor to issue a refund to the purchaser. [citation]. But if neither the purchaser nor the payee ever collected the prepayment, Western Union would hold on to the funds until they were deemed abandoned under state law, at which point the property could become eligible for escheatment. [citation], see also [citation]."
2022-002,37,"Texas outlined the rules that this Court established for determining which State has the right to take custody of such abandoned property. 379 U.S. at 680-682, 85 S.Ct. 626. That case involved various small debts held by Sun Oil Company, and multiple States asserted the right to escheat the funds. Id., at 675-676, 85 S.Ct. 626. To resolve the competing claims, we established that, as the primary (default) rule, the proceeds of abandoned financial products should escheat to the State of the creditor's last known address as shown by the debtor's books and records. Id., at 680-681, 85 S.Ct. 626.1",Jackson,0,,3,"Texas outlined the rules that this Court established for determining which State has the right to take custody of such abandoned property. [citation]. That case involved various small debts held by Sun Oil Company, and multiple States asserted the right to escheat the funds. [citation]. To resolve the competing claims, we established that, as the primary (default) rule, the proceeds of abandoned financial products should escheat to the State of the creditor's last known address as shown by the debtor's books and records. [citation]."
2022-002,38,"We further acknowledged that there would be times in which that primary rule would not resolve the escheatment question, either because the creditors' addresses were unknown or because the State that is entitled to escheatment under the primary rule did not have a law empowering  it to take custody of the proceeds. Id., at 682, 85 S.Ct. 626. So we also adopted a secondary rule to apply in those circumstances, namely, that the proceeds should escheat to the debtor's State of incorporation. Ibid.",Jackson,0,,2,"We further acknowledged that there would be times in which that primary rule would not resolve the escheatment question, either because the creditors' addresses were unknown or because the State that is entitled to escheatment under the primary rule did not have a law empowering  it to take custody of the proceeds. [citation]. So we also adopted a secondary rule to apply in those circumstances, namely, that the proceeds should escheat to the debtor's State of incorporation. [citation]."
2022-002,39,"These rules were designed, at least in part, to distribute escheats equitably. We selected escheatment to the State of the creditor's last known address as the default principle because it tended to distribute escheats among the States in the proportion of the commercial activities of their residents. Id., at 681, 85 S.Ct. 626. By contrast, escheatment to the State of incorporation of the debtor (our secondary rule) would too greatly exhalt a minor factor—i.e., where the debtor chose to incorporate—when the underlying obligations were incurred all over the country. Id., at 680, 85 S.Ct. 626. However, we believed the secondary rule was likely to apply with comparative infrequency. Id., at 682, 85 S.Ct. 626.",Jackson,0,,4,"These rules were designed, at least in part, to distribute escheats equitably. We selected escheatment to the State of the creditor's last known address as the default principle because it tended to distribute escheats among the States in the proportion of the commercial activities of their residents. [citation]. By contrast, escheatment to the State of incorporation of the debtor (our secondary rule) would too greatly exalt a minor factor—ie, where the debtor chose to incorporate—when the underlying obligations were incurred all over the country. [citation]. However, we believed the secondary rule was likely to apply with comparative infrequency. [citation]."
2022-002,40,"It soon became clear that our primary and secondary escheatment rules were resulting in inequitable distributions, at least with respect to particular instruments, because Western Union largely did not keep records of the addresses of the purchasers or payees of the money orders that the company sold, as a matter of business practice. Pennsylvania, 407 U.S. at 211-212, 214, 92 S.Ct. 2075. The default rule thus rarely applied in practice, such that proceeds from abandoned Western Union money orders largely escheated to New York, Western Union's State of incorporation, pursuant to the secondary rule. Id., at 212, 214, 92 S.Ct. 2075.",Jackson,0,,2,"It soon became clear that our primary and secondary escheatment rules were resulting in inequitable distributions, at least with respect to particular instruments, because Western Union largely did not keep records of the addresses of the purchasers or payees of the money orders that the company sold, as a matter of business practice. [citation]. The default rule thus rarely applied in practice, such that proceeds from abandoned Western Union money orders largely escheated to New York, Western Union's State of incorporation, pursuant to the secondary rule. [citation]."
2022-002,41,"Characterizing this windfall as unfair, Pennsylvania filed an action that asked us to reconsider Texas's escheatment rules. 407 U.S. at 213-215, 92 S.Ct. 2075. Pennsylvania argued that the proceeds from an abandoned money order should escheat to the State where the money order was purchased rather than the State of the creditor's last known address. Id., at 212, 214, 92 S.Ct. 2075. This proposal approximated our primary rule under the commonsense assumption that a money order is usually purchased in the State where the creditor lives, but it obviated the need to require additional recordkeeping by the debtor. See id., at 214, 92 S.Ct. 2075. While we recognized that Pennsylvania's proposed escheatment rule had some surface appeal, we declined to modify the primary and secondary rules established in Texas, noting that States could solve the problem of inequitable escheatment by requiring Western Union to keep sufficient records. 407 U.S. at 214-215, 92 S.Ct. 2075.",Jackson,0,,6,"Characterizing this windfall as unfair, Pennsylvania filed an action that asked us to reconsider Texas's escheatment rules. [citation]. Pennsylvania argued that the proceeds from an abandoned money order should escheat to the State where the money order was purchased rather than the State of the creditor's last known address. [citation]. This proposal approximated our primary rule under the commonsense assumption that a money order is usually purchased in the State where the creditor lives, but it obviated the need to require additional recordkeeping by the debtor. [citation]. While we recognized that Pennsylvania's proposed escheatment rule had some surface appeal, we declined to modify the primary and secondary rules established in Texas, noting that States could solve the problem of inequitable escheatment by requiring Western Union to keep sufficient records. [citation]."
2022-002,42,B,Jackson,0,,0,
2022-002,43,"Congress passed the FDA two years after our decision in Pennsylvania to abrogate this Court's common-law escheatment practices and adopt a more equitable rule, at least for some products. 12 U.S.C. § 2501, Delaware v. New York, 507 U.S. 490, 510, 113 S.Ct. 1550, 123 L.Ed.2d 211 (1993), S. Rep. No. 93-505, pp. 1-3 (1973).",Jackson,0,,1,"Congress passed the FDA two years after our decision in Pennsylvania to abrogate this Court's common-law escheatment practices and adopt a more equitable rule, at least for some products. [statute], [citation], [citation]."
2022-002,44,"In the text of the statute, Congress declared that, as a matter of equity among the several States, the States wherein the purchasers of money orders and traveler's checks reside should  be entitled to the proceeds of such instruments in the event of abandonment. § 2501(3). Yet, the statute further recognized that such an equitable distribution was not happening under the common-law rules, to the detriment of interstate commerce, because the books and records of banking and financial organizations and business associations engaged in issuing and selling money orders and traveler's checks do not, as a matter of business practice, show the last known addresses  of purchasers of such instruments. § 2501(1), see § 2501(4).",Jackson,0,,4,"In the text of the statute, Congress declared that, as a matter of equity among the several States, the States wherein the purchasers of money orders and traveler's checks reside should be entitled to the proceeds of such instruments in the event of abandonment. [statute]. Yet, the statute further recognized that such an equitable distribution was not happening under the common-law rules, to the detriment of interstate commerce, because the books and records of banking and financial organizations and business associations engaged in issuing and selling money orders and traveler's checks do not, as a matter of business practice, show the last known addresses of purchasers of such instruments. [statute], see [statute]."
2022-002,45,"Notably, instead of keeping our Texas default rule and mandating recordkeeping requirements for debtors, as we had suggested in Pennsylvania, the FDA addressed the inequitable escheatment problem by establishing a different set of escheatment rules that displaces this Court's primary and secondary escheatment rules whenever applicable. See § 2503. It states that where any sum is payable on a money order, traveler's check, or other similar written instrument (other than a third party bank check) on which a banking or financial organization or a business association is directly liable, the primary escheatment rule is the place-of-purchase rule that Pennsylvania had proposed in the Pennsylvania case. § 2503(1).",Jackson,0,,3,"Notably, instead of keeping our Texas default rule and mandating recordkeeping requirements for debtors, as we had suggested in Pennsylvania, the FDA addressed the inequitable escheatment problem by establishing a different set of escheatment rules that displaces this Court's primary and secondary escheatment rules whenever applicable. See [statute]. It states that where any sum is payable on a money order, traveler's check, or other similar written instrument (other than a third party bank check) on which a banking or financial organization or a business association is directly liable, the primary escheatment rule is the place-of-purchase rule that Pennsylvania had proposed in the Pennsylvania case. [statute]."
2022-002,46,"Thus, per the FDA, the proceeds of the listed financial instruments escheat to the State of purchase upon abandonment, so long as purchase-location information is known and that State has enacted laws empowering it to take custody of those proceeds. Ibid.2 The text of the FDA also explains why the inequitable escheatment problem was handled in this fashion rather than by adopting a recordkeeping requirement for debtors holding on to abandoned funds. See § 2501(5) (observing that the cost of maintaining and retrieving addresses of purchasers of money orders and traveler's checks is an additional burden on interstate commerce that is unnecessary since it has been determined that most purchasers reside in the State of purchase of such instruments).",Jackson,0,,3,"Thus, per the FDA, the proceeds of the listed financial instruments escheat to the State of purchase upon abandonment, so long as purchase-location information is known and that State has enacted laws empowering it to take custody of those proceeds. [citation] The text of the FDA also explains why the inequitable escheatment problem was handled in this fashion rather than by adopting a recordkeeping requirement for debtors holding on to abandoned funds. [citation] (observing that the cost of maintaining and retrieving addresses of purchasers of money orders and traveler's checks is an additional burden on interstate commerce that is unnecessary since it has been determined that most purchasers reside in the State of purchase of such instruments)."
2022-002,47,II,Jackson,0,,0,
2022-002,48,A,Jackson,0,,0,
