caseId,original_order,text,author,note,appendix
2022-001,64,"In the decade following Rapanos, the EPA and the Corps issued guidance documents that recognized larger grey areas and called for more fact-intensive individualized determinations in those grey areas.10 As discussed, they instructed agency officials to assert jurisdiction over wetlands adjacent to non-navigable tributaries based on fact-specific determinations regarding the presence of a significant nexus. 2008 Guidance 8. The guidance further advised officials to make this determination by considering a lengthy list of hydrological and ecological factors. Ibid. Echoing what they had said about the migratory bird rule, the agencies later admitted that almost all waters and wetlands across the country theoretically could be subject to a case-specific jurisdictional determination under this guidance. 80 Fed. Reg. 37056 (2015), see, e.g., Hawkes Co., 578 U.S., at 596, 136 S.Ct. 1807 (explaining that the Corps found a significant nexus between wetlands and a river some 120 miles away).",Alito,0,
2022-001,65,"More recently, the agencies have engaged in a flurry of rulemaking defining the waters of the United States. In a 2015 rule, they offered a muscular approach that would subject the vast majority of the nation's water features to a case-by-case jurisdictional analysis.11 Although  the rule listed a few examples of waters that were excluded from regulation like puddles and swimming pools, it categorically covered other waters and wetlands, including any within 1,500 feet of interstate or traditional navigable waters. 80 Fed. Reg. 37116-37117. And it subjected a wider range of other waters, including any within 4,000 feet of indirect tributaries of interstate or traditional navigable waters, to a case-specific determination for significant nexus. Ibid.",Alito,0,
2022-001,66,"The agencies repealed this sweeping rule in 2019. 84 Fed. Reg. 56626. Shortly afterwards, they replaced it with a narrower definition that limited jurisdiction to traditional navigable waters and their tributaries, lakes, and adjacent wetlands. 85 Fed. Reg. 22340 (2020). They also narrowed the definition of adjacent, limiting it to wetlands that abut covered waters, are flooded by those waters, or are separated from those waters by features like berms or barriers. Ibid. This rule too did not last. After granting the EPA's voluntary motion to remand, a District Court vacated the rule. See Pascua Yaqui Tribe v. EPA, 557 F.Supp.3d 949, 957 (D. Ariz. 2021).",Alito,0,
2022-001,67,"The agencies recently promulgated yet another rule attempting to define waters of the United States. 88 Fed. Reg. 3004 (2023) (to be codified in 40 C.F.R. § 120.2). Under that broader rule, traditional navigable waters, interstate waters, and the territorial seas, as well as their tributaries and adjacent wetlands, are waters of the United States. 88 Fed. Reg. 3143. So are any intrastate lakes and ponds, streams, or wetlands that either have a continuous surface connection to categorically included waters or have a significant nexus to interstate or traditional navigable waters. Id., at 3006, 3143. Like the post-Rapanos guidance, the rule states that a significant nexus requires consideration of a list of open-ended factors. 88 Fed. Reg. 3006, 3144. Finally, the rule returns to the broad pre-2020 definition of adjacent. Ibid., see supra, at 1332-1333. Acknowledging that field work is often necessary to confirm the presence of a wetland under these definitions, the rule instructs local agents to continue using the Corps' Wetlands Delineation Manual. 88 Fed. Reg. 3117.",Alito,0,
2022-001,69,"With the benefit of a half century of practice under the CWA, it is worth taking stock of where things stand. The agencies maintain that the significant-nexus test has been and remains sufficient to establish jurisdiction over adjacent wetlands. And by the EPA's own admission, almost all waters and wetlands are potentially susceptible to regulation under that test. 80 Fed. Reg. 37056. This puts many property owners in a precarious position because it is often difficult to determine whether a particular piece of property contains waters of the United States. Hawkes Co., 578 U.S., at 594, 136 S.Ct. 1807, see 40 C.F.R. § 230.3(t) (2008). Even if a property appears dry, application of the guidance in a complicated manual ultimately decides whether it contains wetlands. See 88 Fed. Reg. 3117, Wetlands Delineation Manual 84-85 (describing not  atypical examples of wetlands that periodically lack wetlands indicators), see also Hawkes Co. v. United States Army Corps of Engineers, 782 F.3d 994, 1003 (C.A.8 2015) (KELLY, J., concurring) (This is a unique aspect of the CWA, most laws do not require the hiring of expert consultants to determine if they even apply to you or your property). And because the CWA can sweep broadly enough to criminalize mundane activities like moving dirt, this unchecked definition of the waters of the United States means that a staggering array of landowners are at risk of criminal prosecution or onerous civil penalties.",Alito,0,
2022-001,70,"What are landowners to do if they want to build on their property? The EPA recommends asking the Corps for a jurisdictional determination, which is a written decision on whether a particular site contains covered waters. Tr. of Oral Arg. 86, see Corps, Regulatory Guidance Letter No. 16-01, at 1 (2016) (RGL 16-01), 33 C.F.R. §§ 320.1(a)(6), 331.2. But the Corps maintains that it has no obligation to provide jurisdictional determinations, RGL 16-01, at 2, and it has already begun announcing exceptions to the legal effect of some previous determinations, see 88 Fed. Reg. 3136. Even if the Corps is willing to provide a jurisdictional determination, a property owner may find it necessary to retain an expensive expert consultant who is capable of putting together a presentation that stands a chance of persuading the Corps.12 And even then, a landowner's chances of success are low, as the EPA admits that the Corps finds jurisdiction approximately 75% of the time. Tr. of Oral Arg. 110.",Alito,0,
2022-001,71,"If the landowner is among the vast majority who receive adverse jurisdictional determinations, what then? It would be foolish to go ahead and build since the jurisdictional determination might form evidence of culpability in a prosecution or civil action. The jurisdictional determination could be challenged in court, but only after the delay and expense required to exhaust the administrative appeals process. See 33 C.F.R. § 331.7(d). And once in court, the land-owner would face an uphill battle under the deferential standards of review that the agencies enjoy. See 5 U.S.C. § 706. Another alternative would be simply to acquiesce and seek a permit from the Corps. But that process can take years and cost an exorbitant amount of money. Many landowners faced with this unappetizing menu of options would simply choose to build nothing.",Alito,0,
2022-001,73,"With this history in mind, we now consider the extent of the CWA's geographical reach.",Alito,0,
2022-001,75,"We start, as we always do, with the text of the CWA. Bartenwerfer v. Buckley, 598 U.S. 69, 74, 143 S.Ct. 665, 214 L.Ed.2d 434 (2023). As noted, the Act applies to navigable waters, which had a well-established meaning at the time of the CWA's enactment. But the CWA complicates matters by proceeding to define navigable waters as the waters of the United States, § 1362(7), which was decidedly not a well-known term of art. This frustrating drafting choice has led to decades of litigation, but we must try to make sense of the terms Congress chose to adopt. And for the reasons explained below, we conclude that the Rapanos plurality was correct: the CWA's use of waters encompasses only those relatively permanent, standing or continuously flowing bodies of water `forming geographical features' that are described in ordinary parlance as `streams, oceans, rivers, and lakes.' 547 U.S., at 739, 126 S.Ct. 2208 (quoting Webster's New International Dictionary 2882 (2d ed. 1954) (Webster's Second), original alterations omitted).",Alito,0,
2022-001,76,"This reading follows from the CWA's deliberate use of the plural term waters. See 547 U.S., at 732-733, 126 S.Ct. 2208.",Alito,0,
2022-001,77,"That term typically refers to bodies of water like those listed above. See, e.g., Webster's Second 2882, Black's Law Dictionary 1426 (5th ed. 1979) (especially in the plural, water may designate a body of water, such as a river, a lake, or an ocean, or an aggregate of such bodies of water, as in the phrases `foreign waters,' `waters of the United States,' and the like (emphasis added)), Random House Dictionary of the English Language 2146 (2d ed. 1987) (Random House Dictionary) (defining waters as a. flowing water, or water moving in waves: The river's mighty waters. b. the sea or seas bordering a particular country or continent or located in a particular part of the world (emphasis deleted)). This meaning is hard to reconcile with classifying `lands, wet or otherwise, as waters.' Rapanos, 547 U.S., at 740, 126 S.Ct. 2208 (plurality opinion) (quoting Riverside Bayview, 474 U.S., at 132, 106 S.Ct. 455).",Alito,0,
2022-001,78,"This reading also helps to align the meaning of the waters of the United States with the term it is defining: navigable waters. See Bond v. United States, 572 U.S. 844, 861, 134 S.Ct. 2077, 189 L.Ed.2d 1 (2014) (In settling on a fair reading of a statute, it is not unusual to consider the ordinary meaning of a defined term, particularly when there is dissonance between that ordinary meaning and the reach of the definition). Although we have acknowledged that the CWA extends to more than traditional navigable waters, we have refused to read navigable out of the statute, holding that it at least shows that Congress was focused on its traditional jurisdiction over waters that were or had been navigable in fact or which could reasonably be so made. SWANCC, 531 U.S., at 172, 121 S.Ct. 675, see also Appalachian Electric, 311 U.S., at 406-407, 61 S.Ct. 291, The Daniel Ball, 10 Wall. at 563. At a minimum, then, the use of navigable signals that the definition principally refers to bodies of navigable water like rivers, lakes, and oceans. See Rapanos, 547 U.S., at 734, 126 S.Ct. 2208 (plurality opinion).",Alito,0,
2022-001,79,"More broadly, this reading accords with how Congress has employed the term waters elsewhere in the CWA and in other laws. The CWA repeatedly uses waters in contexts that confirm the term refers to bodies of open water. See 33 U.S.C. § 1267(i)(2)(D) (the waters of the Chesapeake Bay), § 1268(a)(3)(I) (the open waters of each of the Great Lakes), § 1324(d)(4)(B)(ii) (lakes and other surface waters), § 1330(g)(4)(C)(vii) (estuarine waters), § 1343(c)(1) (the waters of the territorial seas, the contiguous zone, and the oceans), §§ 1346(a)(1), 1375a(a) (coastal recreation waters), § 1370 (state boundary waters). The use of waters elsewhere in the U.S. Code likewise correlates to rivers, lakes, and oceans.13",Alito,0,
2022-001,80,"Statutory history points in the same direction. The CWA's predecessor statute covered interstate or navigable waters and defined interstate waters as all rivers, lakes, and other waters that flow across or form a part of State boundaries. 33 U.S.C. §§ 1160(a), 1173(e) (1970 ed.) (emphasis added), see also Rivers and Harbors Act of 1899, 30 Stat. 1151 (codified, as amended, at 33 U.S.C. § 403) (prohibiting unauthorized obstructions to the  navigable capacity of any of the waters of the United States).",Alito,0,
2022-001,81,"This Court has understood the CWA's use of waters in the same way. Even as Riverside Bayview grappled with whether adjacent wetlands could fall within the CWA's coverage, it acknowledged that wetlands are not included in traditional notions of `waters.' 474 U.S., at 133, 106 S.Ct. 455. It explained that the term conventionally refers to hydrographic features like rivers and streams. Id., at 131, 106 S.Ct. 455. SWANCC went even further, repeatedly describing the waters covered by the Act as open water and suggesting that the waters of the United States principally refers to traditional navigable waters. 531 U.S., at 168-169, 172, 121 S.Ct. 675. That our CWA decisions operated under this assumption is unsurprising. Ever since Gibbons v. Ogden, 9 Wheat. 1, 6 L.Ed. 23 (1824), this Court has used waters of the United States to refer to similar bodies of water, almost always in relation to ships. Id., at 218, 121 S.Ct. 675 (discussing a vessel's conduct in the waters of the United States).14",Alito,0,
2022-001,82,"The EPA argues that waters is naturally read to encompass wetlands because the presence of water is `universally regarded as the most basic feature of wetlands.' Brief for Respondents 19. But that reading proves too much. Consider puddles, which are also defined by the ordinary presence of water even though few would describe them as waters. This argument is also tough to square with SWANCC, which held that the Act does not cover isolated ponds, see 531 U.S., at 171, 121 S.Ct. 675, or Riverside Bayview, which would have had no need to focus so extensively on the adjacency of wetlands to covered waters if the EPA's reading were correct, see 474 U.S., at 131-135, and n. 8, 106 S.Ct. 455. Finally, it is also instructive that the CWA expressly protects the primary responsibilities and rights of States to prevent, reduce, and eliminate pollution and to plan the development and use  of land and water resources. § 1251(b). It is hard to see how the States' role in regulating water resources would remain primary if the EPA had jurisdiction over anything defined by the presence of water. See County of Maui v. Hawaii Wildlife Fund, 590 U.S. ___, ___, 140 S.Ct. 1462, 1471-1472, 206 L.Ed.2d 640 (2020), Rapanos, 547 U.S., at 737, 126 S.Ct. 2208 (plurality opinion).",Alito,0,
2022-001,84,"Although the ordinary meaning of waters in § 1362(7) might seem to exclude all wetlands, we do not view that provision in isolation. The meaning of a word may only become evident when placed in context, FDA v. Brown & Williamson Tobacco Corp., 529 U.S. 120, 132, 120 S.Ct. 1291, 146 L.Ed.2d 121 (2000), and statutory context shows that some wetlands  qualify as waters of the United States.",Alito,0,
2022-001,85,"In 1977, Congress amended the CWA and added § 1344(g)(1), which authorizes States to apply to the EPA for permission to administer programs to issue permits for the discharge of dredged or fill material into some bodies of water. In simplified terms, the provision specifies that state permitting programs may regulate discharges into (1) any waters of the United States, (2) except for traditional navigable waters, (3) including wetlands adjacent thereto.15",Alito,0,
2022-001,86,"When this convoluted formulation is parsed, it tells us that at least some wetlands must qualify as waters of the United States. The provision begins with a broad category, the waters of the United States, which we may call category A. The provision provides that States may permit discharges into these waters, but it then qualifies that States cannot permit discharges into a subcategory of A: traditional navigable waters (category B). Finally, it states that a third category (category C), consisting of wetlands adjacent to traditional navigable waters, is included within B. Thus, States may permit discharges into A minus B, which includes C. If C (adjacent wetlands) were not part of A (the waters of the United States) and therefore subject to regulation under the CWA, there would be no point in excluding them from that category. See Riverside Bayview, 474 U.S., at 138, n. 11, 106 S.Ct. 455 (recognizing that § 1344(g) at least suggests strongly that the term `waters' as used in the Act does not necessarily exclude `wetlands'), Rapanos, 547 U.S., at 768, 126 S.Ct. 2208 (opinion of KENNEDY, J.). Thus, § 1344(g)(1) presumes that certain wetlands constitute waters of the United States.",Alito,0,
2022-001,87,"But what wetlands does the CWA regulate? Section 1344(g)(1) cannot answer that question alone because it is not the operative provision that defines the Act's reach. See Riverside Bayview, 474 U.S., at 138, n. 11, 106 S.Ct. 455. Instead, we must harmonize the reference to adjacent wetlands in § 1344(g)(1) with the waters of the United States, § 1362(7), which is the actual term we are tasked with interpreting. The formulation discussed above tells us how: because the adjacent wetlands in § 1344(g)(1) are included within the waters of the United States, these wetlands must qualify as waters of the United States in their own right. In other words, they must be indistinguishably part of a body of water that itself constitutes waters under the CWA. See supra, at 1336.",Alito,0,
2022-001,88,"This understanding is consistent with § 1344(g)(1)'s use of adjacent. Dictionaries tell us that the term adjacent may mean either contiguous or near. Random House Dictionary 25, see Webster's Third New International Dictionary 26 (1976), see also Oxford American Dictionary & Thesaurus 16 (2d ed. 2009) (listing adjoining and neighboring as synonyms  of adjacent). But construing statutory language is not merely an exercise in ascertaining `the outer limits of a word's definitional possibilities,' FCC v. AT&T Inc., 562 U.S. 397, 407, 131 S.Ct. 1177, 179 L.Ed.2d 132 (2011) (alterations omitted), and here, only one  meaning produces a substantive effect that is compatible with the rest of the law, United Sav. Assn. of Tex. v. Timbers of Inwood Forest Associates, Ltd., 484 U.S. 365, 371, 108 S.Ct. 626, 98 L.Ed.2d 740 (1988). Wetlands that are separate from traditional navigable waters cannot be considered part of those waters, even if they are located nearby.",Alito,0,
2022-001,89,"In addition, it would be odd indeed if Congress had tucked an important expansion to the reach of the CWA into convoluted language in a relatively obscure provision concerning state permitting programs. We have often remarked that Congress does not hide elephants in mouseholes by altering the fundamental details of a regulatory scheme in vague terms or ancillary provisions. Whitman v. American Trucking Assns., Inc., 531 U.S. 457, 468, 121 S.Ct. 903, 149 L.Ed.2d 1 (2001). We cannot agree with such an implausible interpretation here.",Alito,0,
2022-001,90,"If § 1344(g)(1) were read to mean that the CWA applies to wetlands that are not indistinguishably part of otherwise covered waters of the United States, see supra, at 1336, it would effectively amend and substantially broaden § 1362(7) to define navigable waters as waters of the United States and adjacent wetlands. But § 1344(g)(1)'s use of the term including makes clear that it does not purport to do—and in fact, does not do—any such thing. See National Assn. of Home Builders v. Defenders of Wildlife, 551 U.S. 644, 662-664, and n. 8, 127 S.Ct. 2518, 168 L.Ed.2d 467 (2007) (recognizing that implied amendments require `clear and manifest' evidence of congressional intent). It merely reflects Congress's assumption that certain adjacent wetlands are part of waters of the United States.",Alito,0,
2022-001,91,"This is the thrust of observations in decisions going all the way back to Riverside Bayview. In that case, we deferred to the Corps' decision to regulate wetlands actually abutting a navigable waterway, but we recognized the inherent difficulties of defining precise bounds to regulable waters. 474 U.S., at 134, 106 S.Ct. 455, see also id., at 132, 106 S.Ct. 455 (noting that the transition from water to solid ground is not necessarily or even typically an abrupt one due to semi-aquatic features like shallows and swamps). In such a situation, we concluded, the Corps could reasonably determine that wetlands adjoining bodies of water were part of those waters. Id., at 135, and n. 9, 106 S.Ct. 455, see also SWANCC, 531 U.S., at 167, 121 S.Ct. 675 (recognizing that Riverside Bayview held that the Corps had  jurisdiction over wetlands that actually abutted on a navigable waterway).",Alito,0,
