caseId,original_order,text,author,note,appendix
2021-001,36,"Consider first how an ordinary person (a reporter, a police officer, yes, even a lawyer) might describe Wooden's ten burglaries —and how she would not. The observer might say: On one occasion, Wooden burglarized ten units in a storage facility. By contrast, she would never say: On ten occasions, Wooden burglarized a unit in the facility. Nor would she say anything like: On one occasion, Wooden burglarized a storage unit, on a second occasion, he burglarized another unit, on a third occasion, he burglarized yet another, and so on. She would, using language in its normal way, group his entries into the storage units, even though not simultaneous, all together—as happening on a single occasion, rather than on ten occasions different from one another. § 924(e)(1).",Kagan,0,
2021-001,37,"That usage fits the ordinary meaning of occasion. The word commonly refers to an event, occurrence, happening, or episode. See, e.g., American Heritage Dictionary 908 (1981), Webster's Third New International Dictionary 1560 (3d ed. 1986). And such an event, occurrence, happening, or episode—which is simply to say, such an occasion—may itself encompass multiple, temporally distinct activities. The occasion of a wedding, for example, often includes a ceremony, cocktail hour, dinner, and dancing. Those doings are proximate in time and place, and have a shared theme (celebrating the happy couple), their connections are, indeed, what makes them part of a single event. But they do not  occur at the same moment: The newlyweds would surely take offense if a guest organized a conga line in the middle of their vows. That is because an occasion may— and the hypothesized one does—encompass a number of non-simultaneous activities, it need not be confined to a single one.",Kagan,0,
2021-001,38,"The same is true (to shift gears from the felicitous to the felonious) when it comes to crime. In that sphere too, an occasion means an event or episode—which may, in common usage, include temporally discrete offenses. Consider a couple of descriptions from this Court's cases. On one occasion, we noted, Bryant hit his live-in girlfriend on the head with a beer bottle and attempted to strangle her. United States v. Bryant, 579 U.S. 140, 151, 136 S.Ct. 1954, 195 L.Ed.2d 317 (2016). On one occasion —regardless whether those acts occurred at once (as the Government would require) or instead succeeded one another. Ibid. Likewise, we said: The State has stipulated that the robbery and murder arose out of `the same set of facts, circumstances, and the same occasion.' Turner v. Arkansas, 407 U.S. 366, 368-369, 92 S.Ct. 2096, 32 L.Ed.2d 798 (1972) (per curiam). The same occasion—irrespective whether the murder took place during (as the Government insists on) or instead just after the robbery. Ibid. Or take a hypothetical suggested by oral argument here: A barroom brawl breaks out, and a patron hits first one, then another, and then a third of his fellow drinkers. The Government maintains those are not just three offenses (assaults) but also three occasions because they happened seriatim. See Tr. of Oral Arg. 52-53, 61-62. But in making the leap from three offenses to three occasions, based on a split-second separation between punches, the Government leaves ordinary language behind. The occasion in the hypothetical is the barroom brawl, not each individual fisticuff.",Kagan,0,
2021-001,39,"By treating each temporally distinct offense as its own occasion, the Government goes far toward collapsing two separate statutory conditions. Recall that ACCA kicks in only if (1) a § 922(g) offender has previously been convicted of three violent felonies, and (2) those three felonies were committed on occasions different from one another. § 924(e)(1), see supra, at 1067-1068. In other words, the statute contains both a three-offense requirement and a three-occasion requirement. But under the Government's view, the two will generally boil down to the same thing: When an offender's criminal history meets the three-offense demand, it will also meet the three-occasion one. That is because people seldom commit—indeed, seldom can commit—multiple ACCA offenses at the exact same time. Take burglary. It is, just as the Government argues, physically impossible for an offender to enter different structures simultaneously. Brief for United States 16-17, see supra, at 1068. Or consider crimes defined by the use of physical force, such as assault or murder. Except in unusual cases (like a bombing), multiple offenses of that kind happen one by one by one, even if all occur in a short spell. The Government's reading, to be sure, does not render the occasions clause wholly superfluous, in select circumstances, a criminal may satisfy the elements of multiple offenses in a single instant. But for the most part, the Government's hyper-technical focus on the precise timing of elements—which can make someone a career criminal in the space of a minute—gives ACCA's three-occasions requirement no work to do.",Kagan,0,
2021-001,40,"The inquiry that requirement entails, given what occasion ordinarily means, is more multi-factored in nature. From the wedding to the barroom brawl, all the examples offered above suggest  that a range of circumstances may be relevant to identifying episodes of criminal activity. Timing of course matters, though not in the split-second, elements-based way the Government proposes. Offenses committed close in time, in an uninterrupted course of conduct, will often count as part of one occasion, not so offenses separated by substantial gaps in time or significant intervening events. Proximity of location is also important, the further away crimes take place, the less likely they are components of the same criminal event. And the character and relationship of the offenses may make a difference: The more similar or intertwined the conduct giving rise to the offenses—the more, for example, they share a common scheme or purpose —the more apt they are to compose one occasion.",Kagan,0,
2021-001,41,"For the most part, applying this approach will be straightforward and intuitive. In the Circuits that have used it, we can find no example (nor has the Government offered one) of judges coming out differently on similar facts. In many cases, a single factor—especially of time or place—can decisively differentiate occasions. Courts, for instance, have nearly always treated offenses as occurring on separate occasions if a person committed them a day or more apart, or at a significant distance. United States v. Rideout, 3 F.3d 32, 35 (CA2 1993), see, e.g., United States v. Riddle, 47 F.3d 460, 462 (CA1 1995) (per curiam). In other cases, the inquiry just as readily shows a single occasion, because all the factors cut that way. That is true, for example, in our barroom-brawl hypothetical, where the offender has engaged in a continuous stream of closely related criminal acts at one location. Of course, there will be some hard cases in between, as under almost any legal test. When that is so, assessing the relevant circumstances may also involve keeping an eye on ACCA's history and purpose, which we next discuss. See infra, at 1072-1074. But in law as in life, it is usually not so difficult to identify an occasion: Given that the term in ACCA has just its ordinary meaning, most cases should involve no extra-ordinary work.",Kagan,0,
2021-001,42,"And surely, this one does not. Here, every relevant consideration shows that Wooden burglarized ten storage units on a single occasion, even though his criminal activity resulted in double-digit convictions. Wooden committed his burglaries on a single night, in a single uninterrupted course of conduct. The crimes all took place at one location, a one-building storage facility with one address. Each offense was essentially identical, and all were intertwined with the others. The burglaries were part and parcel of the same scheme, actuated by the same motive, and accomplished by the same means. Indeed, each burglary in some sense facilitated the next, as Wooden moved from unit to unit to unit, all in a row. And reflecting all these facts, Georgia law treated the burglaries as integrally connected. Because they arose from the same conduct, the prosecutor had to charge all ten in a single indictment. Ga. Code Ann. § 16-1-7(b), see Morgan v. State, 220 Ga.App. 198, 199-200, 469 S.E.2d 340, 341-343 (1996) (holding that, under § 16-1-7(b), similar drug offenses had to be charged together because they occurred very close in time as part of an ongoing chain of events), supra, at 1067-1068. The indictment thus confirms what all the circumstances suggest: One criminal occasion notwithstanding ten crimes.4  B",Kagan,0,
2021-001,43,"Statutory history and purpose confirm our view of the occasions clause's meaning, as well as our conclusion that Wooden is not a career offender. For the first four years of its existence, ACCA asked only about offenses, not about occasions. Its enhanced penalties, that is, kicked in whenever a § 922(g) offender had three prior convictions for specified crimes—in the initial version, for robbery or burglary alone, and in the soon-amended version, for any violent felony or serious drug offense. See Armed Career Criminal Act of 1984, § 1802, 98 Stat. 2185, Career Criminals Amendment Act of 1986, § 1402(a), 100 Stat. 3207-39. Congress added the occasions clause only after a court applied ACCA to an offender much like Wooden— a person convicted of multiple counts of robbery arising from a single criminal episode.",Kagan,0,
2021-001,44,"In that precipitating case, Samuel Petty received ACCA's minimum 15-year penalty for gun possession based on his earlier stickup of a Manhattan restaurant. Petty and three associates had entered the establishment brandishing an assortment of guns and ordered the patrons and employees to the floor. See Addendum to Brief for Petitioner 11a-12a (New York State's brief). The gunmen then made their way around the premises, collecting money and other valuables from the prostrate victims. See id., at 12a-17a. For his role in the crime, Petty was convicted of six counts of robbery—one count for each of six individuals whose property had been taken—and served concurrent 5-year sentences. See United States v. Petty, 798 F.2d 1157, 1159-1160 (CA8 1986). Some years later, Petty was caught possessing a firearm and convicted of violating § 922(g). Federal prosecutors asked for heightened penalties under ACCA, pointing to his six robbery convictions from the restaurant incident. The District Court sentenced Petty on that basis, and the Court of Appeals for the Eighth Circuit affirmed. That court held it irrelevant under ACCA that the six convictions arose out of the same transaction. Id., at 1160.",Kagan,0,
2021-001,45,"But when Petty sought this Court's review, the Solicitor General confessed error, stating that ACCA should not be construed to reach multiple felony convictions arising out of a single criminal episode. Addendum to Brief for Petitioner 30a-31a. In taking that position—requiring the convictions to come instead from multiple criminal episodes—the Solicitor General could not rely on ACCA's text. Id., at 26a. He acknowledged that ACCA lacked language found in other penalty-enhancement laws requiring prior crimes to have occurred on occasions different from one another. Id., at 25a-26a (quoting 18 U.S.C. § 3575(e)(1) (1982 ed.), 21 U.S.C. § 849(e)(1) (1982 ed.)). But in the Solicitor General's view, the legislative history showed that Congress intended ACCA to have the same scope as those other laws. The Solicitor General highlighted references throughout the legislative reports and the floor debates to `career criminals,' `repeat offenders,' `habitual offenders,' `recidivists,' `revolving door' offenders, and `three time losers.' Addendum to Brief for Petitioner 27a, and n. 6. Those references, along with the very title of the  Act—the Armed Career Criminal Act, made clear that the courts in Petty's case had read ACCA too broadly. Id., at 26a (internal quotation marks omitted). According to the Solicitor General, Petty's six robbery convictions—because they arose from a single criminal episode—should have counted as just one. In light of that changed position, this Court remanded the case to the Court of Appeals for further consideration. Petty v. United States, 481 U.S. 1034, 1034-1035, 107 S.Ct. 1968, 95 L.Ed.2d 810 (1987). And this time, the Eighth Circuit found in Petty's favor. See United States v. Petty, 828 F.2d 2, 3 (1987) (per curiam).",Kagan,0,
2021-001,46,"More important here, Congress amended ACCA to prevent future Pettys from being sentenced as career criminals. Just one year after the Solicitor General confessed error, Congress added the occasions clause—demanding, exactly as in the other laws he had cited, that the requisite prior crimes occur on occasions different from one another. Minor and Technical Criminal Law Amendments Act of 1988, § 7056, 102 Stat. 4402. In placing the amendment on the Senate calendar, Senator Robert Byrd introduced an analysis, on behalf of the Judiciary Committee, setting out the genesis and purpose of the new language. The proposed amendment, the analysis explained, would clarify the armed career criminal statute to reflect the Solicitor General's construction in Petty. 134 Cong. Rec. 13783 (1988). His interpretation plainly expresses, the analysis continued, what is meant by a `career criminal,' that is, a person who over the course of time commits three or more of the enumerated kinds of felonies. Ibid. The statement concluded that clarifying the statute in this regard would insure that its rigorous sentencing provisions apply only as intended in cases meriting such strict punishment. Ibid. Congress enacted the amendment with near-unanimous support. See 134 Cong. Rec. 24924, 30826, 32678, 33318.5",Kagan,0,
2021-001,47,"That statutory change, rejecting the original outcome in Petty in light of the Solicitor General's confession of error, is at odds with the Government's current view of the occasions clause. After all, that view does not (as the former Solicitor General's did) demand multiple criminal episodes as ordinarily understood: To the contrary, it enables ACCA to reach multiple felony convictions arising out of a single criminal episode so long as the crimes' elements are not satisfied at once. Addendum to Brief for Petitioner 26a, 31a (confession of error), see supra, at 1068-1069, 1070. To be sure, the Government proposes a way to reconcile its test with the rejection of the enhanced sentence given to Petty: The restaurant robberies, the Government says, happened on one occasion because the defendants ordered all the victims to turn over their belongings at once, under a continuous show of force, and multiple gunmen gathered the victims' items simultaneously. Brief for United States 25. But even if that is true—the briefs and opinions in the case do not clearly say—the Government's theory makes the how many occasions question turn on trifles. Suppose Petty and his cohorts had proceeded without all this purported simultaneity. Suppose they had robbed everyone in the dining room first, then everyone in the kitchen. Or suppose the robbers had gone from booth to booth to booth, turning their guns on their victims in turn. The  Government says that with any such sequencing, a different result would obtain. Ibid., see Tr. of Oral Arg. 52-53, 60-62. What it does not do, except in the most technical sense, is explain why. Nothing about the Solicitor General's confession of error, or the action Congress took in its wake, suggests any concern for the exact ordering of Petty's actions. Each was based instead on another idea: A person who has robbed a restaurant, and done nothing else, is not a habitual offender or career criminal. Addendum to Brief for Petitioner 27a, see also 134 Cong. Rec. 13782-13783.",Kagan,0,
2021-001,48,"The history of the occasions clause thus aligns with what this Court has always recognized as ACCA's purpose. Congress enacted ACCA to address the special danger posed by the eponymous armed career criminal. Begay v. United States, 553 U.S. 137, 146, 128 S.Ct. 1581, 170 L.Ed.2d 490 (2008). The theory of the statute is that those who commit a large number of fairly serious crimes as their means of livelihood are especially likely to inflict grave harm when in possession of a firearm. Taylor v. United States, 495 U.S. 575, 587-588, 110 S.Ct. 2143, 109 L.Ed.2d 607 (1990). And so the statute targets a particular subset of offenders—those who have repeatedly committed violent crimes. Begay, 553 U.S. at 147, 128 S.Ct. 1581. It was that focus on revolving door felons that the Solicitor General referenced in arguing that the courts in Petty had construed ACCA too broadly. See Addendum to Brief for Petitioner 27a, and n. 6, supra, at 1072-1073. And it was that focus to which Congress itself returned in adding the occasions clause—once again, to insure that ACCA's rigorous sentencing provisions apply only as intended in cases meriting such strict punishment. 134 Cong. Rec. 13783, see supra, at 1073.",Kagan,0,
2021-001,49,"Wooden's burglary of a storage facility does not create that kind of case, any more than Petty's robbery of a restaurant did. Wooden's convictions, much like Petty's, arose from a closely related set of acts occurring on the same night, at the same place—making up, just as the former Solicitor General said, a single criminal episode. Addendum to Brief for Petitioner 31a, see supra, at 1072-1073. Wooden did not become a career criminal when he moved from the second storage unit to the third, as Petty did not when he moved from the second to the third of the restaurant's patrons. Wooden and Petty both served significant sentences for their crimes, and rightly so. But in enacting the occasions clause, Congress made certain that crimes like theirs, taken alone, would not subject a person to a 15-year minimum sentence for illegally possessing a gun.",Kagan,0,
2021-001,51,"For the reasons stated, Wooden's ten burglary convictions were for offenses committed on a single occasion. They therefore count only once under ACCA. We reverse the judgment of the Sixth Circuit and remand the case for further proceedings consistent with this opinion.",Kagan,0,
2021-001,52,It is so ordered.,Kagan,0,
2021-001,53,"Justice SOTOMAYOR, concurring.",Sotomayor,0,
2021-001,54,"I join the opinion of the Court because on the facts of this case, it is clear that Wooden's prior convictions did not take place on occasions different from one another, as required for the sentencing enhancement to apply. 18 U.S.C. § 924(e)(1). Justice GORSUCH raises questions about the clarity of the record below, but in my view, those questions only underscore the Government's failure to carry its burden of proving the enhancement's application. See Pereida v. Wilkinson, 592 U.S. ___, ___, 141 S.Ct. 754, 765, 209 L.Ed.2d 47 (2021) (citing Johnson v. United States, 559 U.S.",Sotomayor,0,
2021-001,55,"133, 137, 130 S.Ct. 1265, 176 L.Ed.2d 1 (2010)). I agree with Justice GORSUCH, however, that the rule of lenity provides an independent basis for ruling in favor of a defendant in a closer case, and I join Parts II-IV of his opinion concurring in the judgment.",Sotomayor,0,
2021-001,56,"Justice KAVANAUGH, concurring.",Kavanaugh,0,
2021-001,57,"I join the Court's opinion in full. In light of Justice GORSUCH's thoughtful concurrence in the judgment, I write separately to briefly explain why the rule of lenity has appropriately played only a very limited role in this Court's criminal case law. And I further explain how another principle— the presumption of mens rea—can address Justice GORSUCH's important concern, which I share, about fair notice in federal criminal law.",Kavanaugh,0,
2021-001,58,"A common formulation of the rule of lenity is as follows: If a federal criminal statute is grievously ambiguous, then the statute should be interpreted in the criminal defendant's favor. See Ocasio v. United States, 578 U.S. 282, 295, n. 8, 136 S.Ct. 1423, 194 L.Ed.2d 520 (2016). Importantly, the rule of lenity does not apply when a law merely contains some ambiguity or is difficult to decipher. As this Court has often said, the rule of lenity applies only when `after seizing everything from which aid can be derived,' the statute is still grievously ambiguous. Ibid. (quoting Muscarello v. United States, 524 U.S. 125, 138-139, 118 S.Ct. 1911, 141 L.Ed.2d 111 (1998)), see Shular v. United States, 589 U.S. ___, ___, ___, 140 S.Ct. 779, 787-88, 788-789, 206 L.Ed.2d 81 (2020) (KAVANAUGH, J., concurring). The rule comes into operation at the end of the process of construing what Congress has expressed, not at the beginning as an overriding consideration of being lenient to wrongdoers. Callanan v. United States, 364 U.S. 587, 596, 81 S.Ct. 321, 5 L.Ed.2d 312 (1961). Our repeated use of the term grievous ambiguity underscores that point. See, e.g., Shaw v. United States, 580 U.S. 63, 71, 137 S.Ct. 462, 196 L.Ed.2d 373 (2016), Salman v. United States, 580 U.S. 39, 51, 137 S.Ct. 420, 196 L.Ed.2d 351 (2016), Abramski v. United States, 573 U.S. 169, 188, n. 10, 134 S.Ct. 2259, 189 L.Ed.2d 262 (2014).",Kavanaugh,0,
2021-001,59,"Properly applied, the rule of lenity therefore rarely if ever plays a role because, as in other contexts, hard interpretive conundrums, even relating to complex rules, can often be solved. Kisor v. Wilkie, 588 U.S. ___, ___, 139 S.Ct. 2400, 2415, 204 L.Ed.2d 841 (2019), see also Chevron U.S.A. Inc. v. Natural Resources Defense Council, Inc., 467 U.S. 837, 843, n. 9, 104 S.Ct. 2778, 81 L.Ed.2d 694 (1984). And if a reviewing court employs all of the traditional tools of construction, the court will almost always reach a conclusion about the best interpretation of the law at issue. Kisor, 588 U.S., at ___, 139 S.Ct., at 2448 (KAVANAUGH, J., concurring in judgment).",Kavanaugh,0,
2021-001,60,"In short, because a court must exhaust all the tools of statutory interpretation before resorting to the rule of lenity, and because a court that does so often determines the best reading of the statute, the rule of lenity rarely if ever comes into play. In other words, if lenity invariably comes in `last,' it should essentially come in never. D. Kahan, Lenity and Federal Common Law Crimes, 1994 S. Ct. Rev. 345, 386. As I see it, that explains why this Court rarely relies on the rule of lenity, at least as a decisive factor.",Kavanaugh,0,
2021-001,61,"I would not upset our rule of lenity case law by making the ambiguity trigger any easier to satisfy. For example, I would not say that any front-end ambiguity in the statute justifies resort to the rule of lenity even before exhausting the tools of statutory interpretation. One major problem  with that kind of ambiguity trigger is that ambiguity is in the eye of the beholder and cannot be readily determined on an objective basis. Applying a looser front-end ambiguity trigger would just exacerbate that problem, leading to significant inconsistency, unpredictability, and unfairness in application. See B. KAVANAUGH, Fixing Statutory Interpretation, 129 Harv. L. Rev. 2118, 2136-2139 (2016).",Kavanaugh,0,
2021-001,62,"For those reasons, I would not alter our rule of lenity case law. That said, I very much agree with Justice GORSUCH about the importance of fair notice in federal criminal law. But as I see it, that concern for fair notice is better addressed by other doctrines that protect criminal defendants against arbitrary or vague federal criminal statutes—in particular, the presumption of mens rea.",Kavanaugh,0,
2021-001,63,"The deeply rooted presumption of mens rea generally requires the Government to prove the defendant's mens rea with respect to each element of a federal offense, unless Congress plainly provides otherwise. See Rehaif v. United States, 588 U.S. ___, ___, 139 S.Ct. 2191, 2195, 204 L.Ed.2d 594 (2019), see also Flores-Figueroa v. United States, 556 U.S. 646, 652, 129 S.Ct. 1886, 173 L.Ed.2d 853 (2009), W. Eskridge, Interpreting Law: A Primer on How To Read Statutes and the Constitution 350-351 (2016), A. Scalia & B. Garner, Reading Law: The Interpretation of Legal Texts 303-312 (2012). In addition, with respect to federal crimes requiring willfulness, the Court generally requires the Government to prove that the defendant was aware that his conduct was unlawful. See Bryan v. United States, 524 U.S. 184, 191-193, 118 S.Ct. 1939, 141 L.Ed.2d 197 (1998), Cheek v. United States, 498 U.S. 192, 201-203, 111 S.Ct. 604, 112 L.Ed.2d 617 (1991).",Kavanaugh,0,
2021-001,64,"To be sure, if a federal criminal statute does not contain a willfulness requirement and if a defendant is prosecuted for violating a legal prohibition or requirement that the defendant honestly was unaware of and reasonably may not have anticipated, unfairness can result because of a lack of fair notice. That scenario could arise with some malum prohibitum federal crimes, for example. But when that fair notice problem arises, one solution where appropriate could be to require proof that the defendant was aware that his conduct was unlawful. Alternatively, another solution could be to allow a mistake-of-law defense in certain circumstances—consistent with the longstanding legal principle that an act is not culpable unless the mind is guilty. See Morissette v. United States, 342 U.S. 246, 250-252, 72 S.Ct. 240, 96 L.Ed. 288 (1952).",Kavanaugh,0,
2021-001,65,"In sum, I would not invite the inconsistency, unpredictability, and unfairness that would result from expanding the rule of lenity beyond its very limited place in the Court's case law. I would, however, continue to vigorously apply (and where appropriate, extend) mens rea requirements, which as Justice Robert Jackson remarked, are as universal and persistent in mature systems of law as belief in freedom of the human will and a consequent ability and duty of the normal individual to choose between good and evil. Id., at 250, 72 S.Ct. 240.",Kavanaugh,0,
2021-001,66,"Justice BARRETT, with whom Justice THOMAS joins, concurring in part and concurring in the judgment.",Barrett,0,
2021-001,67,"I join all but Part II-B of the Court's opinion. I agree with the Court's analysis of the ordinary meaning of the word occasion and its conclusion that Wooden's burglaries count only once under the Armed Career Criminal Act. But I do not share the Court's view that Congress ratified the Solicitor General's brief confessing error in United States v. Petty, 798 F.2d 1157 (CA8  1986), when it amended the Act to add the occasions clause. This argument depends on two flawed inferences: first, that Congress specifically intended to reject the Eighth Circuit's initial decision in Petty, and second, that it embraced the former Solicitor General's reasoning for why that decision was wrong. The latter error, in particular, is likely to work mischief down the line.* * *",Barrett,0,
2021-001,68,"As an initial matter, the Court errs in asserting that the occasions clause was crafted to reject the result that the Eighth Circuit initially reached in Petty. (Recall that the Eighth Circuit changed its view on remand after the Solicitor General confessed error in this Court.) The Court's evidence for that proposition consists of nothing but a short analysis that Senator Byrd submitted for the Congressional Record in calendaring the proposed amendment. Ante, at 1073.",Barrett,0,
2021-001,69,"Petty's tenuous tie to the statute distinguishes this case from the many in which we have recognized that a judicial decision or line of decisions has provided the impetus for legislation. In some instances, enacted findings have explicitly connected the statute to a prior decision. See, e.g., Burwell v. Hobby Lobby Stores, Inc., 573 U.S. 682, 694, 134 S.Ct. 2751, 189 L.Ed.2d 675 (2014) (Congress responded to Employment Div., Dept. of Human Resources of Ore. v. Smith, 494 U.S. 872, 110 S.Ct. 1595, 108 L.Ed.2d 876 (1990) by enacting the Religious Freedom Restoration Act), 42 U.S.C. §§ 2000bb(a)(4), (b)(1) (stating that RFRA was meant to restore the legal framework in place prior to Smith). In others, a well-established legal backdrop has revealed Congress' reasons for acting. See, e.g., Dickerson v. United States, 530 U.S. 428, 436, 120 S.Ct. 2326, 147 L.Ed.2d 405 (2000) (Given the statute's express designation of voluntariness as the touchstone of admissibility, its omission of any warning requirement, and the instruction for trial courts to consider a nonexclusive list of factors relevant to the circumstances of a confession, we agree with the Court of Appeals that Congress intended by its enactment to overrule Miranda v. Arizona, 384 U.S. 436, 86 S.Ct. 1602, 16 L.Ed.2d 694 (1966)). But here, no enacted language mentions Petty, and the Court wisely does not portray the case—a single, subsequently vacated court of appeals opinion— as part of the settled legal landscape against which ACCA was amended. The only thread connecting the occasions clause to Petty is legislative history, and the problems with legislative history are well rehearsed. See, e.g., American Broadcasting Cos. v. Aereo, Inc., 573 U.S. 431, 458, 134 S.Ct. 2498, 189 L.Ed.2d 476 (2014) (Scalia, J., dissenting) (arguing that the Court had treated a few isolated snippets of legislative history as authoritative evidence of congressional intent even though they come from a single report issued by a committee whose members make up a small fraction of one of the two Houses of Congress).",Barrett,0,
2021-001,70,"The Court needs the Petty backstory, though, to make its second, more significant leap: that Congress endorsed the reasoning behind the Solicitor General's confession of error in that case. Ante, at 1073. This move goes bigger than legislative history because it goes beyond the standard error of treating legislators' views about statutory language as authoritative. It presents Senator Byrd's statement as definitive approval of the Solicitor General's position in Petty (an error of the standard variety), and then uses that approval to graft the particulars of the Solicitor General's brief onto the statute (which is really a bridge too far).",Barrett,0,
2021-001,71,"Again, I will not belabor why this approach is flawed. See, e.g., Blanchard v. Bergeron, 489 U.S. 87, 98, 109 S.Ct. 939, 103 L.Ed.2d 67 (1989) (Scalia, J., concurring in part and concurring in judgment) (That the Court should refer to the citation of three District Court cases in a document issued by a single committee of a single house as the action of Congress displays the level of unreality that our unrestrained use of legislative history has attained), A. Scalia & B. Garner, Reading Law: The Interpretation of Legal Texts 386 (2012) (Even if the members of each house wish to do so, they cannot assign responsibility for making law—or the details of law—to one of their number, or to one of their committees). But it is worth discussing the Court's jump from legislative history to litigation history because of what it might mean in later cases.",Barrett,0,
