caseId,original_order,text,author,note,appendix,n_sentence,llm_text
2022-001,46,B,Alito,0,,0,
2022-001,47,"Michael and Chantell Sackett have spent well over a decade navigating the CWA, and their voyage has been bumpy and costly. In 2004, they purchased a small lot near Priest Lake, in Bonner County, Idaho. In preparation for building a modest home, they began backfilling their property with dirt and rocks. A few months later, the EPA sent the Sacketts a compliance order informing them that their backfilling violated the CWA because their property contained protected wetlands. The EPA demanded that the Sacketts immediately ""`undertake activities to restore the Site'"" pursuant to a ""`Restoration Work Plan'"" that it provided. Sackett v. EPA, 566 U.S. 120, 125, 132 S.Ct. 1367, 182 L.Ed.2d 367 (2012). The order threatened the Sacketts with penalties of over $40,000 per day if they did not comply.",Alito,0,,6,"Michael and Chantell Sackett have spent well over a decade navigating the CWA, and their voyage has been bumpy and costly. In 2004, they purchased a small lot near Priest Lake, in Bonner County, Idaho. In preparation for building a modest home, they began backfilling their property with dirt and rocks. A few months later, the EPA sent the Sacketts a compliance order informing them that their backfilling violated the CWA because their property contained protected wetlands. The EPA demanded that the Sacketts immediately ""`undertake activities to restore the Site'"" pursuant to a ""`Restoration Work Plan'"" that it provided [citation]. The order threatened the Sacketts with penalties of over $40,000 per day if they did not comply.
[end]"
2022-001,48,"At the time, the EPA interpreted ""the waters of the United States"" to include ""[a]ll ... waters"" that ""could affect interstate or foreign commerce,"" as well as ""[w]etlands adjacent"" to those waters. 40 C.F.R. §§ 230.3(s)(3), (7) (2008). ""[A]djacent"" was defined to mean not just ""bordering"" or ""contiguous,"" but also ""neighboring."" § 230.3(b). Agency guidance instructed officials to assert jurisdiction over wetlands ""adjacent"" to non-navigable tributaries when those wetlands had ""a significant nexus to a traditional navigable water.""[6] A ""significant nexus"" was said to exist when ""`wetlands, either alone or in combination with similarly situated lands in the region, significantly affect the chemical, physical, and biological integrity'"" of those waters. 2007 Guidance 8 (emphasis added). In looking for evidence of a ""significant nexus,"" field agents were told to consider a wide range of openended hydrological and ecological factors. See id., at 7.",Alito,0,,6,"At the time, the EPA interpreted ""the waters of the United States"" to include ""[a]ll ... waters"" that ""could affect interstate or foreign commerce,"" as well as ""[w]etlands adjacent"" to those waters 40 C F R §§ 2303(s)(3), (7) 2008 ""[A]djacent"" was defined to mean not just ""bordering"" or ""contiguous,"" but also ""neighboring"" § 2303(b) Agency guidance instructed officials to assert jurisdiction over wetlands ""adjacent"" to non-navigable tributaries when those wetlands had ""a significant nexus to a traditional navigable water"" [6] A ""significant nexus"" was said to exist when ""`wetlands, either alone or in combination with similarly situated lands in the region, significantly affect the chemical, physical, and biological integrity'"" of those waters 2007 Guidance 8 (emphasis added) In looking for evidence of a ""significant nexus,"" field agents were told to consider a wide range of openended hydrological and ecological factors See id, at 7 [end]"
2022-001,49,"According to the EPA, the ""wetlands"" on the Sacketts' lot are ""adjacent to"" (in the sense that they are in the same neighborhood as) what it described as an ""unnamed tributary"" on the other side of a 30-foot  road. App. 33. That tributary feeds into a non-navigable creek, which, in turn, feeds into Priest Lake, an intrastate body of water that the EPA designated as traditionally navigable. To establish a significant nexus, the EPA lumped the Sacketts' lot together with the Kalispell Bay Fen, a large nearby wetland complex that the Agency regarded as ""similarly situated."" According to the EPA, these properties, taken together, ""significantly affect"" the ecology of Priest Lake. Therefore, the EPA concluded, the Sacketts had illegally dumped soil and gravel onto ""the waters of the United States.""",Alito,0,,6,"According to the EPA, the ""wetlands"" on the Sacketts' lot are ""adjacent to"" (in the sense that they are in the same neighborhood as) what it described as an ""unnamed tributary"" on the other side of a 30-foot road App 33. That tributary feeds into a non-navigable creek, which, in turn, feeds into Priest Lake, an intrastate body of water that the EPA designated as traditionally navigable. To establish a significant nexus, the EPA lumped the Sacketts' lot together with the Kalispell Bay Fen, a large nearby wetland complex that the Agency regarded as ""similarly situated."" According to the EPA, these properties, taken together, ""significantly affect"" the ecology of Priest Lake. Therefore, the EPA concluded, the Sacketts had illegally dumped soil and gravel onto ""the waters of the United States"" [end]"
2022-001,50,"The Sacketts filed suit under the Administrative Procedure Act, 5 U.S.C. § 702 et seq., alleging that the EPA lacked jurisdiction because any wetlands on their property were not ""waters of the United States."" The District Court initially dismissed the suit, reasoning that the compliance order was not a final agency action, but this Court ultimately held that the Sacketts could bring their suit under the APA. See Sackett, 566 U.S., at 131, 132 S.Ct. 1367. After seven years of additional proceedings on remand, the District Court entered summary judgment for the EPA. 2019 WL 13026870 (D. Idaho, Mar. 31, 2019). The Ninth Circuit affirmed, holding that the CWA covers adjacent wetlands with a significant nexus to traditional navigable waters and that the Sacketts' lot satisfied that standard. 8 F.4th 1075, 1091-1093 (2021).",Alito,0,,5,"The Sacketts filed suit under the Administrative Procedure Act, 5 U.S.C. § 702 et seq, alleging that the EPA lacked jurisdiction because any wetlands on their property were not ""waters of the United States"" The District Court initially dismissed the suit, reasoning that the compliance order was not a final agency action, but this Court ultimately held that the Sacketts could bring their suit under the APA See Sackett, 566 U.S., at 131, 132 S Ct 1367 After seven years of additional proceedings on remand, the District Court entered summary judgment for the EPA 2019 WL 13026870 D Idaho, Mar 31, 2019 The Ninth Circuit affirmed, holding that the CWA covers adjacent wetlands with a significant nexus to traditional navigable waters and that the Sacketts' lot satisfied that standard 8 F 4th 1075, 1091-1093 , [end]"
2022-001,51,"We granted certiorari to decide the proper test for determining whether wetlands are ""waters of the United States."" 595 U.S. ___, 142 S.Ct. 896, 211 L.Ed.2d 604 (2022).",Alito,0,,1,"We granted certiorari to decide the proper test for determining whether wetlands are ""waters of the United States"" 595 US 142 SCt 896 211 LEd2d 604 2022 [end]"
2022-001,52,II,Alito,0,,0,
2022-001,53,A,Alito,0,,0,
2022-001,54,"In defining the meaning of ""the waters of the United States,"" we revisit what has been ""a contentious and difficult task."" National Assn. of Mfrs. v. Department of Defense, 583 U.S. ___, ___, 138 S.Ct. 617, 624, 199 L.Ed.2d 501 (2018). The phrase has sparked decades of agency action and litigation. In order to resolve the CWA's applicability to wetlands, we begin by reviewing this history.",Alito,0,,4,"In defining the meaning of ""the waters of the United States,"" we revisit what has been ""a contentious and difficult task"" [citation]. The phrase has sparked decades of agency action and litigation. In order to resolve the CWA's applicability to wetlands, we begin by reviewing this history[end]."
2022-001,55,"The EPA and the Corps initially promulgated different interpretations of ""the waters of the United States."" The EPA defined its jurisdiction broadly to include, for example, intrastate lakes used by interstate travelers. 38 Fed. Reg. 13529 (1973). Conversely, the Corps, consistent with its historical authority to regulate obstructions to navigation, asserted jurisdiction over only traditional navigable waters. 39 Fed. Reg. 12119 (1974). But the Corps' narrow definition did not last. It soon promulgated new, much broader definitions designed to reach the outer limits of Congress's commerce power. See 42 Fed. Reg. 37144, and n. 2 (1977), 40 Fed. Reg. 31324-31325 (1975).",Alito,0,,5,"The EPA and the Corps initially promulgated different interpretations of ""the waters of the United States"" The EPA defined its jurisdiction broadly to include, for example, intrastate lakes used by interstate travelers 38 Fed Reg 13529 1973 Conversely, the Corps, consistent with its historical authority to regulate obstructions to navigation, asserted jurisdiction over only traditional navigable waters 39 Fed Reg 12119 1974 But the Corps' narrow definition did not last It soon promulgated new, much broader definitions designed to reach the outer limits of Congress's commerce power See 42 Fed Reg 37144, and n 2 1977, 40 Fed Reg 31324-31325 1975. [end]"
2022-001,56,"Eventually the EPA and Corps settled on materially identical definitions. See 45 Fed. Reg. 33424 (1980), 47 Fed. Reg. 31810-31811 (1982). These broad definitions encompassed ""[a]ll ... waters"" that ""could affect interstate or foreign commerce."" 40 C.F.R. § 230.3(s)(3) (2008). So long as the potential for an interstate effect was present, the regulation extended the CWA to, for example, ""intrastate lakes, rivers, streams (including intermittent streams), mudflats, sandflats, wetlands, sloughs, prairie potholes, wet meadows, playa lakes, or natural ponds."" Ibid. The agencies likewise took an expansive view of the CWA's coverage of wetlands ""adjacent"" to covered waters. § 230.3(s)(7). As noted, they defined ""adjacent"" to mean ""bordering, contiguous, or neighboring"" and clarified that ""adjacent"" wetlands include  those that are separated from covered waters ""by man-made dikes or barriers, natural river berms, beach dunes and the like."" § 230.3(b). They also specified that ""wetlands"" is a technical term encompassing ""those areas that are inundated or saturated by surface or ground water at a frequency and duration sufficient to support, and that under normal conditions do support, a prevalence of vegetation typically adapted for life in saturated soil conditions."" § 230.3(t). The Corps released what would become a 143-page manual to guide officers when they determine whether property meets this definition.[7]",Alito,0,,7,"Eventually the EPA and Corps settled on materially identical definitions [citation] These broad definitions encompassed ""[a]ll ... waters"" that ""could affect interstate or foreign commerce"" [statute]. So long as the potential for an interstate effect was present, the regulation extended the CWA to, for example, ""intrastate lakes, rivers, streams (including intermittent streams), mudflats, sandflats, wetlands, sloughs, prairie potholes, wet meadows, playa lakes, or natural ponds"" [citation] The agencies likewise took an expansive view of the CWA's coverage of wetlands ""adjacent"" to covered waters [statute] As noted, they defined ""adjacent"" to mean ""bordering, contiguous, or neighboring"" and clarified that ""adjacent"" wetlands include those that are separated from covered waters ""by man-made dikes or barriers, natural river berms, beach dunes and the like"" [statute] They also specified that ""wetlands"" is a technical term encompassing ""those areas that are inundated or saturated by surface or ground water at a frequency and duration sufficient to support, and that under normal conditions do support, a prevalence of vegetation typically adapted for life in saturated soil conditions"" [statute] The Corps released what would become a 143-page manual to guide officers when they determine whether property meets this definition[end]"
2022-001,57,"This Court first construed the meaning of ""the waters of the United States"" in United States v. Riverside Bayview Homes, Inc., 474 U.S. 121, 106 S.Ct. 455, 88 L.Ed.2d 419 (1985). There, we were confronted with the Corps' assertion of authority under the CWA over wetlands that ""actually abut[ted] on a navigable waterway."" Id., at 135, 106 S.Ct. 455. Although we expressed concern that wetlands seemed to fall outside ""traditional notions of `waters,'"" we nonetheless deferred to the Corps, reasoning that ""the transition from water to solid ground is not necessarily or even typically an abrupt one."" Id., at 132-133, 106 S.Ct. 455.",Alito,0,,3,"This Court first construed the meaning of ""the waters of the United States"" in United States v Riverside Bayview Homes, Inc, 474 U.S. 121, 106 S.Ct. 455, 88 L.Ed.2d 419 (1985) There, we were confronted with the Corps' assertion of authority under the CWA over wetlands that ""actually abut[ted] on a navigable waterway"" Id, at 135, 106 S.Ct. 455 Although we expressed concern that wetlands seemed to fall outside ""traditional notions of `waters,'"" we nonetheless deferred to the Corps, reasoning that ""the transition from water to solid ground is not necessarily or even typically an abrupt one"" Id, at 132-133, 106 S.Ct. 455[end]"
2022-001,58,"The agencies responded to Riverside Bayview by expanding their interpretations even further. Most notably, they issued the ""migratory bird rule,"" which extended jurisdiction to any waters or wetlands that ""are or would be used as [a] habitat"" by migratory birds or endangered species. See 53 Fed. Reg. 20765 (1988), 51 Fed. Reg. 41217 (1986). As the Corps would later admit, ""nearly all waters were jurisdictional under the migratory bird rule.""[8]",Alito,0,,4,"The agencies responded to Riverside Bayview by expanding their interpretations even further Most notably, they issued the 'migratory bird rule,' which extended jurisdiction to any waters or wetlands that 'are or would be used as [a] habitat' by migratory birds or endangered species See 53 Fed Reg 20765 1988, 51 Fed Reg 41217 1986 As the Corps would later admit, 'nearly all waters were jurisdictional under the migratory bird rule'[8] [end]"
2022-001,59,"In Solid Waste Agency of Northern Cook Cty. v. Army Corps of Engineers, 531 U.S. 159, 121 S.Ct. 675, 148 L.Ed.2d 576 (2001) (SWANCC), this Court rejected the migratory bird rule, which the Corps had used to assert jurisdiction over several isolated ponds located wholly within the State of Illinois. Disagreeing with the Corps' argument that ecological interests supported its jurisdiction, we instead held that the CWA does not ""exten[d] to ponds that are not adjacent to open water."" Id., at 168, 121 S.Ct. 675 (emphasis deleted).",Alito,0,,3,"In Solid Waste Agency of Northern Cook Cty v Army Corps of Engineers, 531 U S. 159, 121 S Ct 675, 148 L Ed 2d 576 (2001) (SWANCC), this Court rejected the migratory bird rule, which the Corps had used to assert jurisdiction over several isolated ponds located wholly within the State of Illinois. Disagreeing with the Corps' argument that ecological interests supported its jurisdiction, we instead held that the CWA does not ""exten[d] to ponds that are not adjacent to open water"" Id, at 168, 121 S Ct 675 (emphasis deleted) [end]"
2022-001,60,"Days after our decision, the agencies issued guidance that sought to minimize SWANCC's impact. They took the view that this Court's holding was ""strictly limited to waters that are `nonnavigable, isolated, and intrastate'"" and that ""field staff should continue to exercise CWA jurisdiction to the full extent of their authority"" for ""any waters that fall outside of that category.""[9] The agencies never defined exactly what they regarded as the ""full extent of their authority."" They instead encouraged local field agents to make decisions on a case-by-case basis.",Alito,0,,5,"Days after our decision, the agencies issued guidance that sought to minimize SWANCC's impact They took the view that this Court's holding was ""strictly limited to waters that are 'nonnavigable, isolated, and intrastate'"" and that ""field staff should continue to exercise CWA jurisdiction to the full extent of their authority"" for ""any waters that fall outside of that category""[9] The agencies never defined exactly what they regarded as the ""full extent of their authority"" They instead encouraged local field agents to make decisions on a case-by-case basis[end]"
2022-001,61,"What emerged was a system of ""vague"" rules that depended on ""locally developed practices."" GAO Report 26. Deferring to the agencies' localized decisions, lower courts blessed an array of expansive interpretations of the CWA's reach. See, e.g.,  United States v. Deaton, 332 F.3d 698, 702 (C.A.4 2003) (holding that a property owner violated the CWA by piling soil near a ditch 32 miles from navigable waters). Within a few years, the agencies had ""interpreted their jurisdiction over `the waters of the United States' to cover 270-to-300 million acres"" of wetlands and ""virtually any parcel of land containing a channel or conduit ... through which rainwater or drainage may occasionally or intermittently flow."" Rapanos v. United States, 547 U.S. 715, 722, 126 S.Ct. 2208, 165 L.Ed.2d 159 (2006) (plurality opinion).",Alito,0,,4,"What emerged was a system of vague rules that depended on locally developed practices GAO Report 26 Deferring to the agencies' localized decisions, lower courts blessed an array of expansive interpretations of the CWA's reach See, eg,  United States v Deaton, 332 F3d 698, 702 (CA4 2003) (holding that a property owner violated the CWA by piling soil near a ditch 32 miles from navigable waters) Within a few years, the agencies had interpreted their jurisdiction over `the waters of the United States' to cover 270-to-300 million acres of wetlands and virtually any parcel of land containing a channel or conduit through which rainwater or drainage may occasionally or intermittently flow Rapanos v United States, 547 US 715, 722, 126 SCt 2208, 165 LED2d 159 (2006) (plurality opinion) [end]"
2022-001,62,"It was against this backdrop that we granted review in Rapanos v. United States. The lower court in the principal case before us had held that the CWA covered wetlands near ditches and drains that eventually emptied into navigable waters at least 11 miles away, a theory that had supported the petitioner's conviction in a related prosecution. Id., at 720, 729, 126 S.Ct. 2208. Although we vacated that decision, no position commanded a majority of the Court. Four Justices concluded that the CWA's coverage did not extend beyond two categories: first, certain relatively permanent bodies of water connected to traditional interstate navigable waters and, second, wetlands with such a close physical connection to those waters that they were ""as a practical matter indistinguishable from waters of the United States."" Id., at 742, 755, 126 S.Ct. 2208 (emphasis deleted). Four Justices would have deferred to the Government's determination that the wetlands at issue were covered under the CWA. Id., at 788, 126 S.Ct. 2208 (STEVENS, J., dissenting). Finally, one Justice concluded that jurisdiction under the CWA requires a ""significant nexus"" between wetlands and navigable waters and that such a nexus exists where ""the wetlands, either alone or in combination with similarly situated lands in the region, significantly affect the chemical, physical, and biological integrity"" of those waters. Id., at 779-780, 126 S.Ct. 2208 (KENNEDY, J., concurring in judgment).",Alito,0,,5,"It was against this backdrop that we granted review in Rapanos v United States. The lower court in the principal case before us had held that the CWA covered wetlands near ditches and drains that eventually emptied into navigable waters at least 11 miles away, a theory that had supported the petitioner's conviction in a related prosecution [citation]. Although we vacated that decision, no position commanded a majority of the Court. Four Justices concluded that the CWA's coverage did not extend beyond two categories: first, certain relatively permanent bodies of water connected to traditional interstate navigable waters and, second, wetlands with such a close physical connection to those waters that they were ""as a practical matter indistinguishable from waters of the United States"" [citation]. Four Justices would have deferred to the Government's determination that the wetlands at issue were covered under the CWA [citation]. Finally, one Justice concluded that jurisdiction under the CWA requires a ""significant nexus"" between wetlands and navigable waters and that such a nexus exists where ""the wetlands, either alone or in combination with similarly situated lands in the region, significantly affect the chemical, physical, and biological integrity"" of those waters [citation]. [end]"
2022-001,63,"In the decade following Rapanos, the EPA and the Corps issued guidance documents that ""recognized larger grey areas and called for more fact-intensive individualized determinations in those grey areas.""[10] As discussed, they instructed agency officials to assert jurisdiction over wetlands ""adjacent"" to non-navigable tributaries based on fact-specific determinations regarding the presence of a significant nexus. 2008 Guidance 8. The guidance further advised officials to make this determination by considering a lengthy list of hydrological and ecological factors. Ibid. Echoing what they had said about the migratory bird rule, the agencies later admitted that ""almost all waters and wetlands across the country theoretically could be subject to a case-specific jurisdictional determination"" under this guidance. 80 Fed. Reg. 37056 (2015), see, e.g., Hawkes Co., 578 U.S., at 596, 136 S.Ct. 1807 (explaining that the Corps found a significant nexus between wetlands and a river ""some 120 miles away"").",Alito,0,,5,"In the decade following Rapanos, the EPA and the Corps issued guidance documents that ""recognized larger grey areas and called for more fact-intensive individualized determinations in those grey areas.""[10] As discussed, they instructed agency officials to assert jurisdiction over wetlands ""adjacent"" to non-navigable tributaries based on fact-specific determinations regarding the presence of a significant nexus. 2008 Guidance 8 The guidance further advised officials to make this determination by considering a lengthy list of hydrological and ecological factors Ibid Echoing what they had said about the migratory bird rule, the agencies later admitted that ""almost all waters and wetlands across the country theoretically could be subject to a case-specific jurisdictional determination"" under this guidance 80 Fed Reg 37056 2015, see, eg, Hawkes Co, 578 U S, at 596, 136 S Ct 1807 (explaining that the Corps found a significant nexus between wetlands and a river ""some 120 miles away"") [end]"
2022-001,64,"More recently, the agencies have engaged in a flurry of rulemaking defining ""the waters of the United States."" In a 2015 rule, they offered a muscular approach that would subject ""the vast majority of the nation's water features"" to a case-by-case jurisdictional analysis.[11] Although  the rule listed a few examples of ""waters"" that were excluded from regulation like ""[p]uddles"" and ""swimming pools,"" it categorically covered other waters and wetlands, including any within 1,500 feet of interstate or traditional navigable waters. 80 Fed. Reg. 37116-37117. And it subjected a wider range of other waters, including any within 4,000 feet of indirect tributaries of interstate or traditional navigable waters, to a case-specific determination for significant nexus. Ibid.",Alito,0,,4,"More recently, the agencies have engaged in a flurry of rulemaking defining ""the waters of the United States"" In a 2015 rule, they offered a muscular approach that would subject ""the vast majority of the nation's water features"" to a case-by-case jurisdictional analysis Although the rule listed a few examples of ""waters"" that were excluded from regulation like ""[p]uddles"" and ""swimming pools,"" it categorically covered other waters and wetlands, including any within 1,500 feet of interstate or traditional navigable waters 80 Fed Reg 37116-37117 And it subjected a wider range of other waters, including any within 4,000 feet of indirect tributaries of interstate or traditional navigable waters, to a case-specific determination for significant nexus Ibid [end]"
